event_id,record_id,user_id,device_id,metric_type,event_time_utc,end_time_utc,numeric_value,unit,sleep_stage,operation,source_last_modified_utc,ingestion_time_utc,schema_version
7ea67a8c-e330-491a-bea1-1c4f97de15d6,f6d37988-da27-4b8a-9ca3-8989b0c5d280,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:11:11Z,,68.69,bpm,,UPSERT,2026-07-15T20:11:26Z,2026-07-15T20:11:28Z,1
7552517a-1221-4314-8263-cbce5c2f6de3,08ba722d-3ad3-4d2d-a4e6-aa5ded707dd8,usr_demo_001,ring_demo_001,steps,2026-07-15T20:11:11Z,,8876.0,count,,UPSERT,2026-07-15T20:11:26Z,2026-07-15T20:11:28Z,1
ba3712c8-7ffc-46c6-9684-7e25cdc7436c,1e2f52bf-7e06-41c9-830d-9a7e1694c5b6,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:11:09Z,,68.05,bpm,,UPSERT,2026-07-15T20:11:24Z,2026-07-15T20:11:26Z,1
6a4ede3b-523e-46d8-9e7f-89a44de1cc54,b88fd899-d2b4-4d7c-b2de-ea452182fc4a,usr_demo_001,ring_demo_001,steps,2026-07-15T20:11:09Z,,8871.0,count,,UPSERT,2026-07-15T20:11:24Z,2026-07-15T20:11:26Z,1
a901ae65-a920-4a2a-bb32-5e809cb4a3d2,c9c8989b-e6a3-43d1-9a5e-f76c4bd4a857,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:11:07Z,,72.9,bpm,,UPSERT,2026-07-15T20:11:22Z,2026-07-15T20:11:24Z,1
1019adc8-2c5d-45ab-8bbe-1ca198fe3b80,5ca21a5b-f3d9-4dc3-9e62-ad1d1fe1cbc7,usr_demo_001,ring_demo_001,steps,2026-07-15T20:11:07Z,,8861.0,count,,UPSERT,2026-07-15T20:11:22Z,2026-07-15T20:11:24Z,1
2983f616-71db-49c5-affc-2e1192451712,c1dcd73d-845d-4aaf-b64e-87901c8a16a3,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:11:07Z,,96.94,percent,,UPSERT,2026-07-15T20:11:22Z,2026-07-15T20:11:24Z,1
435541b2-3b46-4532-9e40-70bf58183204,52c06937-8d1e-4963-8181-a9df22b88884,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:11:07Z,,33.61,celsius,,UPSERT,2026-07-15T20:11:22Z,2026-07-15T20:11:24Z,1
206a7005-a872-41e8-b7e6-19033d844ac7,552b9ee2-109e-4892-9288-d62b7c11969f,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:11:07Z,,80.93,score,,UPSERT,2026-07-15T20:11:22Z,2026-07-15T20:11:24Z,1
a467dfd6-dead-46c6-bde3-50db802cb65c,93ef15fb-e1a9-486d-ad39-33f7b56fe313,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:11:05Z,,71.27,bpm,,UPSERT,2026-07-15T20:11:20Z,2026-07-15T20:11:22Z,1
f4e615d7-e973-4222-89ce-7bded9fd997e,a26be9b4-872a-4bc8-89ef-0f3ef02a67b6,usr_demo_001,ring_demo_001,steps,2026-07-15T20:11:05Z,,8839.0,count,,UPSERT,2026-07-15T20:11:20Z,2026-07-15T20:11:22Z,1
23816233-601e-4ef0-8d76-6d164f81ef57,47670e29-76bc-4c8d-bdc5-298eaad511ac,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:11:03Z,,78.18,bpm,,UPSERT,2026-07-15T20:11:18Z,2026-07-15T20:11:20Z,1
acf04efe-cc47-484d-982d-8799b5fce32f,1c1905bf-0077-4809-b5dd-e7b2551ff9b4,usr_demo_001,ring_demo_001,steps,2026-07-15T20:11:03Z,,8817.0,count,,UPSERT,2026-07-15T20:11:18Z,2026-07-15T20:11:20Z,1
6e3ab386-06de-4573-a080-78739f76bc37,e11f1398-758e-4a6a-b52e-39bb7c7f5bbd,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:11:01Z,,69.8,bpm,,UPSERT,2026-07-15T20:11:16Z,2026-07-15T20:11:18Z,1
f478e995-b49f-4b56-a8ac-906b13a055b4,251a8371-d6b3-4db4-b415-c44a6d97ab04,usr_demo_001,ring_demo_001,steps,2026-07-15T20:11:01Z,,8806.0,count,,UPSERT,2026-07-15T20:11:16Z,2026-07-15T20:11:18Z,1
7e82c570-33b5-40b8-b620-5c5b3e0ad060,0c8a6964-1a44-4d05-8124-1c9474ef76a1,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:58Z,,86.95,bpm,,UPSERT,2026-07-15T20:11:13Z,2026-07-15T20:11:15Z,1
d6a8b59b-99ba-493b-baea-3a9e604dad3f,7b6e5d97-2374-4da9-9f09-cfaf75a2efe3,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:58Z,,8780.0,count,,UPSERT,2026-07-15T20:11:13Z,2026-07-15T20:11:15Z,1
f5173949-ea3d-4ef3-b8a1-7e0049dfdc11,82b0d4a0-6da3-4bbb-9035-8fc94da9c2da,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:10:58Z,,96.92,percent,,UPSERT,2026-07-15T20:11:13Z,2026-07-15T20:11:15Z,1
3c1e1632-c572-4b29-a7ee-5bf9940eb0b0,14732575-15a8-436c-b979-2fa51c05c01d,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:10:58Z,,33.04,celsius,,UPSERT,2026-07-15T20:11:13Z,2026-07-15T20:11:15Z,1
23a5efb9-cf90-428e-965f-a5fedc5ad4ef,042f79a2-9375-4614-a741-98d1e3ad6d12,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:56Z,,74.82,bpm,,UPSERT,2026-07-15T20:11:11Z,2026-07-15T20:11:13Z,1
6e4173e8-0463-4b1f-874d-e9b558f8c04b,e3eb1d34-3a39-466b-a717-ab129224a2e1,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:56Z,,8764.0,count,,UPSERT,2026-07-15T20:11:11Z,2026-07-15T20:11:13Z,1
db9abcf4-47e4-4385-b56d-0995101aa727,697ea024-d834-4f58-901e-5196735a9c9f,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:54Z,,67.74,bpm,,UPSERT,2026-07-15T20:11:09Z,2026-07-15T20:11:11Z,1
bde02bfa-395e-475b-9d3c-54f26dd3ea49,f82b107c-0482-426d-a729-b05a0db5809f,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:54Z,,8745.0,count,,UPSERT,2026-07-15T20:11:09Z,2026-07-15T20:11:11Z,1
56682054-2a19-4a0e-8e61-87b425af94bb,a11275ff-5ef8-445c-be09-eee1d3158d74,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:52Z,,77.26,bpm,,UPSERT,2026-07-15T20:11:07Z,2026-07-15T20:11:09Z,1
ce516c35-29af-42b5-b9d1-84335c021b85,c04805a1-31f7-4e3c-ac79-b47648c4aa37,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:52Z,,8738.0,count,,UPSERT,2026-07-15T20:11:07Z,2026-07-15T20:11:09Z,1
7f5f4979-62dd-4248-af7a-8c3ec3894bc7,4292d484-7ebe-4e18-ba49-dad838c28c03,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:50Z,,75.44,bpm,,UPSERT,2026-07-15T20:11:05Z,2026-07-15T20:11:07Z,1
d2f19f75-c1f7-4dae-b7cb-bab6d97bb60e,cb1425ce-4145-40d0-bf63-a768f9d59cc1,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:50Z,,8724.0,count,,UPSERT,2026-07-15T20:11:05Z,2026-07-15T20:11:07Z,1
88b51869-d1f9-43ae-ad5b-3cb2a9069e40,4c86b92d-b6b2-47c4-ad5a-2be1d16cc10e,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:10:50Z,,95.89,percent,,UPSERT,2026-07-15T20:11:05Z,2026-07-15T20:11:07Z,1
f7a47816-13f5-4c54-87a5-f41d16b36608,532deaf3-3aab-432d-accc-978faa892ddb,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:10:50Z,,33.82,celsius,,UPSERT,2026-07-15T20:11:05Z,2026-07-15T20:11:07Z,1
a38b848f-70b2-485a-8a94-957db221b088,e614219a-cd64-4ac7-a759-b5f846174693,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:10:50Z,,83.14,score,,UPSERT,2026-07-15T20:11:05Z,2026-07-15T20:11:07Z,1
7586988e-11fb-4c05-a59b-1b150a00b4ed,a99d858e-e261-4a40-8abe-91b5dc0b43f1,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:48Z,,74.74,bpm,,UPSERT,2026-07-15T20:11:03Z,2026-07-15T20:11:05Z,1
c26c2abb-4ca9-4863-93d7-f44a0adacfe2,10a9a272-e4e6-419d-86ce-f3535a209686,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:48Z,,8715.0,count,,UPSERT,2026-07-15T20:11:03Z,2026-07-15T20:11:05Z,1
ced9a132-da51-4ce6-8af7-b4ae9c030f21,3b54022f-7d25-4a1e-9f0b-94a9fb4047fa,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:46Z,,68.49,bpm,,UPSERT,2026-07-15T20:11:01Z,2026-07-15T20:11:03Z,1
6e22be3b-02d2-4a09-a0ea-0c8c31f84298,5e4f9bdb-9237-42ad-b756-b34e8afbbf23,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:46Z,,8693.0,count,,UPSERT,2026-07-15T20:11:01Z,2026-07-15T20:11:03Z,1
3e7120ca-7524-4104-b969-cccf26e90816,eb4871ea-5b48-40ee-b49b-c52dc71fbcd5,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:44Z,,74.68,bpm,,UPSERT,2026-07-15T20:10:59Z,2026-07-15T20:11:01Z,1
9abef5ec-804c-4c94-8f28-ea349ac6c138,3f0973c9-d137-4de7-856e-769eda18af32,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:44Z,,8666.0,count,,UPSERT,2026-07-15T20:10:59Z,2026-07-15T20:11:01Z,1
ce98e214-8353-4a17-a480-da4e3594a3bf,41b15abc-d091-4384-993f-4f4909bcc51d,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:42Z,,77.45,bpm,,UPSERT,2026-07-15T20:10:57Z,2026-07-15T20:10:59Z,1
684d0a60-a615-4df8-bfc2-63dd97bf845e,1961b36a-00df-4b1e-a2f4-76049afec9fc,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:42Z,,8659.0,count,,UPSERT,2026-07-15T20:10:57Z,2026-07-15T20:10:59Z,1
5a8e0fa0-674c-49b1-9563-96cf52c256e5,53974630-ed88-4a30-a52f-a87b78baaa85,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:10:42Z,,97.7,percent,,UPSERT,2026-07-15T20:10:57Z,2026-07-15T20:10:59Z,1
8eb06810-99ea-4b1d-bf30-3ff5b6c03b5d,827c5bd3-290f-4230-b54a-9d9e9767daf4,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:10:42Z,,33.56,celsius,,UPSERT,2026-07-15T20:10:57Z,2026-07-15T20:10:59Z,1
e0738334-6108-4961-9ad4-ad2c83833820,d27e03cc-ce62-484a-b6b6-8373b1737a71,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:40Z,,70.86,bpm,,UPSERT,2026-07-15T20:10:55Z,2026-07-15T20:10:57Z,1
3ec2f97a-aaab-421b-9a82-cfcb9bd020c2,36e67ab5-a85c-4610-825a-61f91e651cac,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:40Z,,8651.0,count,,UPSERT,2026-07-15T20:10:55Z,2026-07-15T20:10:57Z,1
d5a82324-ca42-4b48-b88a-48560be3d34c,7422815b-9c44-4f00-a2f8-089c32f7564d,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:38Z,,86.25,bpm,,UPSERT,2026-07-15T20:10:53Z,2026-07-15T20:10:55Z,1
1ebc5944-093e-40b4-9a87-fa39bcba02ac,af20a4bd-ac8b-4ce2-8264-9cc5ac64b720,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:38Z,,8641.0,count,,UPSERT,2026-07-15T20:10:53Z,2026-07-15T20:10:55Z,1
513452ec-5926-4dc0-b944-d76aef80a944,ac64b303-71bb-4a73-ad33-28a79a46bcc7,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:36Z,,69.23,bpm,,UPSERT,2026-07-15T20:10:51Z,2026-07-15T20:10:53Z,1
19dc87c2-1362-4d27-b7d9-9c9962c2c603,531ee773-cf1c-4bbf-bd22-ffee81a0701b,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:36Z,,8634.0,count,,UPSERT,2026-07-15T20:10:51Z,2026-07-15T20:10:53Z,1
b5ab75d4-1b1c-4dbe-809c-e4e26df2b773,74851377-7240-49d3-b848-4c319a34965c,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:34Z,,75.56,bpm,,UPSERT,2026-07-15T20:10:49Z,2026-07-15T20:10:51Z,1
c969ce66-2e3e-46d3-bebc-19ca5b4412bc,d58d4d5c-2c1c-4603-b805-d23187bd637a,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:34Z,,8614.0,count,,UPSERT,2026-07-15T20:10:49Z,2026-07-15T20:10:51Z,1
ccabe0c5-1465-4122-9ed1-6ae10cfcf86b,4862beed-a51b-4a69-b8d7-2b9a59b599dd,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:10:34Z,,97.35,percent,,UPSERT,2026-07-15T20:10:49Z,2026-07-15T20:10:51Z,1
3dd6d8a8-889e-4186-b995-108758f3e0ea,cb0aef2a-bfc4-4ba8-9674-65e10b77f216,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:10:34Z,,33.19,celsius,,UPSERT,2026-07-15T20:10:49Z,2026-07-15T20:10:51Z,1
d4e50e16-7f45-42e7-b67e-2fab4fa15d46,59ea8a43-9a93-4e3b-8654-cbe41a1fabbe,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:10:34Z,,75.1,score,,UPSERT,2026-07-15T20:10:49Z,2026-07-15T20:10:51Z,1
38c64630-ca9d-48e8-919a-6f6f6bc411b6,b7fa9c05-c53d-4e85-96fd-6a68cf4b07b0,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:32Z,,68.07,bpm,,UPSERT,2026-07-15T20:10:47Z,2026-07-15T20:10:49Z,1
19ca9b0f-8d75-4faa-af1c-8622f0cc21c6,12242d22-fd27-456e-aa38-6c7539f5b17f,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:32Z,,8586.0,count,,UPSERT,2026-07-15T20:10:47Z,2026-07-15T20:10:49Z,1
0f77e684-7d2f-46cb-a07f-84219379af42,178f29c7-25e0-4668-aa71-a30617bae0fb,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:30Z,,68.86,bpm,,UPSERT,2026-07-15T20:10:45Z,2026-07-15T20:10:47Z,1
86476422-86f6-478c-959f-6634f7aff299,a61990c6-72aa-4998-9119-d0bbf21594ba,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:30Z,,8575.0,count,,UPSERT,2026-07-15T20:10:45Z,2026-07-15T20:10:47Z,1
553cda9d-e878-455c-88bb-2a22a4dc3cb4,8f1a0139-3e5b-4c6b-a1b6-4ec7a668d083,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:28Z,,72.63,bpm,,UPSERT,2026-07-15T20:10:43Z,2026-07-15T20:10:45Z,1
7c3f4765-d63a-40ef-9836-a3ae0c5d947a,d2adef76-c9c9-483c-9443-9015772df5a8,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:28Z,,8570.0,count,,UPSERT,2026-07-15T20:10:43Z,2026-07-15T20:10:45Z,1
c338d44d-2a82-4cf4-ba46-f6ad57eb8304,caae99c3-98a9-4673-97bd-b53814af40fe,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:26Z,,77.43,bpm,,UPSERT,2026-07-15T20:10:41Z,2026-07-15T20:10:43Z,1
1ea2801d-8085-4123-99b8-584f084ae796,cb6410ee-e42a-4462-9600-13f3a12f6591,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:26Z,,8555.0,count,,UPSERT,2026-07-15T20:10:41Z,2026-07-15T20:10:43Z,1
967bc6ab-91b3-44d5-ab98-c81661aee498,0c39b393-a459-47d5-a5f7-73764bff9a34,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:10:26Z,,96.54,percent,,UPSERT,2026-07-15T20:10:41Z,2026-07-15T20:10:43Z,1
b66a3899-78fd-4523-99ac-4bc502fc050c,63f27df0-81e1-4c54-930f-dfe419faeba5,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:10:26Z,,33.46,celsius,,UPSERT,2026-07-15T20:10:41Z,2026-07-15T20:10:43Z,1
a9c05b8d-d658-4c3a-b092-b649ac104fea,cde88b41-3543-4bc8-b95d-5c248c34bd4f,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:24Z,,78.16,bpm,,UPSERT,2026-07-15T20:10:39Z,2026-07-15T20:10:41Z,1
37c92035-c69b-4861-b5da-f0fe7fa97802,73c73bc7-86aa-4fa6-adfb-05da2218be67,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:24Z,,8545.0,count,,UPSERT,2026-07-15T20:10:39Z,2026-07-15T20:10:41Z,1
03f854df-bc95-4486-aa47-4dc72af15250,52b55d2f-da9e-419b-b058-1354fa9584af,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:22Z,,74.77,bpm,,UPSERT,2026-07-15T20:10:37Z,2026-07-15T20:10:39Z,1
84d7d2d3-fdfe-4af5-96d2-cb376b54ecde,96636855-be26-4c12-9af6-9728277f8838,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:22Z,,8535.0,count,,UPSERT,2026-07-15T20:10:37Z,2026-07-15T20:10:39Z,1
32cd62cc-787b-4980-bce3-f2519e8e2162,2cf48d2d-b1a3-4d37-9952-a5ad859b6788,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:20Z,,72.54,bpm,,UPSERT,2026-07-15T20:10:35Z,2026-07-15T20:10:37Z,1
aefa0c29-c053-4e28-8aff-715e471a1181,ee9cb8d6-8241-4940-8712-7268e3b9ed21,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:20Z,,8528.0,count,,UPSERT,2026-07-15T20:10:35Z,2026-07-15T20:10:37Z,1
42283f2b-96ce-4874-98b2-d278a1899984,10103f06-c44c-4977-b2df-fd0d6ac15f77,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:18Z,,83.72,bpm,,UPSERT,2026-07-15T20:10:33Z,2026-07-15T20:10:35Z,1
c1d8dc75-a35f-4a39-b82f-1b36f361bf11,8513de36-821c-48d6-9af9-c719d9eda632,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:18Z,,8522.0,count,,UPSERT,2026-07-15T20:10:33Z,2026-07-15T20:10:35Z,1
2e671aad-1ac1-48ea-930e-e7eb31a37e82,8ac4a214-bed1-42bb-9426-047ecfe91e97,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:10:18Z,,97.5,percent,,UPSERT,2026-07-15T20:10:33Z,2026-07-15T20:10:35Z,1
9122f1fd-a4e1-4150-a4ea-fee5a04acc42,a7cbb391-fde6-4ebb-bcaf-ff24de53b8fc,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:10:18Z,,33.81,celsius,,UPSERT,2026-07-15T20:10:33Z,2026-07-15T20:10:35Z,1
ee563575-0fa9-40a9-a82f-1fd905604b6d,014eca51-9a91-4f40-80d0-84e95ec5d486,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:10:18Z,,75.93,score,,UPSERT,2026-07-15T20:10:33Z,2026-07-15T20:10:35Z,1
cdd5433c-55a5-41da-b1ad-1c57aa6bc247,e4b5e96c-535a-429a-b6ec-357a18ea8068,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:16Z,,75.77,bpm,,UPSERT,2026-07-15T20:10:31Z,2026-07-15T20:10:33Z,1
d6596361-876f-4252-927a-bf52002a0c9a,20f190ea-b589-40df-9058-dcdf811e4f2b,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:16Z,,8510.0,count,,UPSERT,2026-07-15T20:10:31Z,2026-07-15T20:10:33Z,1
37dcf150-2470-42eb-a7f5-59f0e420aeb0,b80f2d27-294e-480e-aebb-2dffe4572cd3,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:14Z,,71.78,bpm,,UPSERT,2026-07-15T20:10:29Z,2026-07-15T20:10:31Z,1
637dded2-c6d6-43ff-8d33-647d6cdeb55b,46b0332f-a09e-481b-b8bd-99afb394bf42,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:14Z,,8499.0,count,,UPSERT,2026-07-15T20:10:29Z,2026-07-15T20:10:31Z,1
13f9329a-54c2-4c7a-94e8-5fdb884bfd75,c9102c03-3c32-42a0-8251-9b2306934082,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:12Z,,66.56,bpm,,UPSERT,2026-07-15T20:10:27Z,2026-07-15T20:10:29Z,1
ce3407f8-5616-4e0c-828a-f30b8651bc4a,677da77c-0849-4d29-93cf-b8778fb19561,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:12Z,,8489.0,count,,UPSERT,2026-07-15T20:10:27Z,2026-07-15T20:10:29Z,1
2d98ec56-b029-46e4-a152-11d1d1cefef7,15817895-e4b0-44d5-adb1-1e9956eb1ca8,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:10Z,,74.45,bpm,,UPSERT,2026-07-15T20:10:25Z,2026-07-15T20:10:27Z,1
6ef1416a-c697-4b92-8c51-9fc15565b00b,61565b6f-908a-4591-9808-5bb4068b7098,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:10Z,,8479.0,count,,UPSERT,2026-07-15T20:10:25Z,2026-07-15T20:10:27Z,1
6796314f-a0bf-42ce-a554-154e1123b1b1,0f07c5c5-bbb2-44a4-affb-9e1a4d9ffa43,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:10:10Z,,96.88,percent,,UPSERT,2026-07-15T20:10:25Z,2026-07-15T20:10:27Z,1
923448a2-1db2-4f17-abfc-d67dbf75aa1b,88946ac0-a0ea-4d91-b61e-5add59d5ad97,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:10:10Z,,33.71,celsius,,UPSERT,2026-07-15T20:10:25Z,2026-07-15T20:10:27Z,1
034a749b-8b16-49c6-8b4b-1a9517566e9b,a542d187-85c3-46f6-bc5a-10c8dc4cd55e,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:08Z,,73.27,bpm,,UPSERT,2026-07-15T20:10:23Z,2026-07-15T20:10:25Z,1
abdaac5f-18e2-444a-92a9-4630b7620728,78445893-3b3a-421a-a0e5-6a6cc0a6920e,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:08Z,,8460.0,count,,UPSERT,2026-07-15T20:10:23Z,2026-07-15T20:10:25Z,1
232e268d-85e3-4984-843a-7bb87a362701,5e0d5710-d5eb-4015-8229-27ec8916d280,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:06Z,,68.33,bpm,,UPSERT,2026-07-15T20:10:21Z,2026-07-15T20:10:23Z,1
d6ac650b-2852-4c8b-a090-5022c3af70c7,1241e03d-d3bb-4eec-b7a9-fd302b9c28f7,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:06Z,,8448.0,count,,UPSERT,2026-07-15T20:10:21Z,2026-07-15T20:10:23Z,1
94fb8038-f8b6-4290-a311-72226e5c0e56,7d21b7c2-8ab6-4298-bec4-a1d6d4750a8a,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:10:04Z,,75.5,bpm,,UPSERT,2026-07-15T20:10:19Z,2026-07-15T20:10:21Z,1
c3abc7b8-54da-4b09-aefd-b024ecbf962d,38b12798-9d0c-44e1-8689-4f76206788d0,usr_demo_001,ring_demo_001,steps,2026-07-15T20:10:04Z,,8428.0,count,,UPSERT,2026-07-15T20:10:19Z,2026-07-15T20:10:21Z,1
34a30b1d-8344-4bdb-9929-1cd3069bc0c8,f0a8ee79-4c04-4577-82e0-3ca909d94d56,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:07:46Z,,71.6,bpm,,UPSERT,2026-07-15T20:08:01Z,2026-07-15T20:08:03Z,1
efa344ed-b300-4c4f-910a-ced1b9f3de13,3e9188b1-de1b-419e-9e96-fe273b0c6a3e,usr_demo_001,ring_demo_001,steps,2026-07-15T20:07:46Z,,8428.0,count,,UPSERT,2026-07-15T20:08:01Z,2026-07-15T20:08:03Z,1
7116e725-3ecc-4cef-ab80-32067853e04a,be6fede4-ad02-4bd4-b3a7-d282f8b9c35c,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T00:00:00Z,,83.97,bpm,,UPSERT,2026-07-02T00:00:15Z,2026-07-15T20:07:46Z,1
556d8332-0137-4276-a2f0-5e135f68227c,28d685db-004a-40e3-be97-60bae95e8ed7,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T00:30:00Z,,67.17,bpm,,UPSERT,2026-07-02T00:30:15Z,2026-07-15T20:07:46Z,1
bd7dda0e-db8c-47b2-bc63-307338fad528,7e67975d-16f3-4dda-829c-511c493547a6,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T01:00:00Z,,63.43,bpm,,UPSERT,2026-07-02T01:00:15Z,2026-07-15T20:07:46Z,1
d3984bc4-61b9-48f6-8bf7-ee9c1d9b8048,02a438eb-1af6-4f31-88d9-da99105886df,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T01:30:00Z,,79.67,bpm,,UPSERT,2026-07-02T01:30:15Z,2026-07-15T20:07:46Z,1
8891a17c-1896-45ed-86ec-f19abbc4d2c0,c7d2bb0f-4381-40c4-9f87-37ca4664ba27,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T02:00:00Z,,73.58,bpm,,UPSERT,2026-07-02T02:00:15Z,2026-07-15T20:07:46Z,1
5ecfe2e6-cf4e-48ca-94d0-71b4f9f94932,16c8db7a-688c-48c8-b652-bcbcd7b85800,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T02:30:00Z,,64.18,bpm,,UPSERT,2026-07-02T02:30:15Z,2026-07-15T20:07:46Z,1
0da6c5c5-3dc9-4d93-ac83-bb3ed942fa34,d3746e88-6249-41c3-b0f1-d2856b5f7e7b,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T03:00:00Z,,63.17,bpm,,UPSERT,2026-07-02T03:00:15Z,2026-07-15T20:07:46Z,1
fd5b9dea-efef-45df-9670-7b46db8ef8fe,52ad4241-644b-4eb5-909e-d549f83a7f6c,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T03:30:00Z,,66.89,bpm,,UPSERT,2026-07-02T03:30:15Z,2026-07-15T20:07:46Z,1
eab4ea3b-a562-4444-a2be-32a4a7ce8fc6,b2aff896-99da-4420-9f14-7cb5334badca,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T04:00:00Z,,72.77,bpm,,UPSERT,2026-07-02T04:00:15Z,2026-07-15T20:07:46Z,1
9915df51-d3b3-4426-ad4f-a4ecf26425e1,be66de8d-22e2-4dd1-9864-c419f89d0499,usr_demo_001,ring_demo_001,heart_rate,2026-07-02T04:30:00Z,,76.44,bpm,,UPSERT,2026-07-02T04:30:15Z,2026-07-15T20:07:46Z,1
